項次,清運序,行政區,清運路線名稱,清運點名稱,一般垃圾清運時間,廚餘回收清運時間,資源回收清運時間
3121,13,中壢區,路二班  第13區,龍華街,星期一二四五六:19:00,星期一二四五六:19:00,星期二四五六:19:00
3122,14,中壢區,路二班  第13區,龍興路668巷,星期一二四五六:19:07,星期一二四五六:19:07,星期二四五六:19:07
3123,15,中壢區,路二班  第13區,龍安街,星期一二四五六:19:15,星期一二四五六:19:15,星期二四五六:19:15
3124,16,中壢區,路二班  第13區,中山東路三段50巷,星期一二四五六:19:17,星期一二四五六:19:17,星期二四五六:19:17
3125,17,中壢區,路二班  第13區,龍東路445巷,星期一二四五六:19:30,星期一二四五六:19:30,星期二四五六:19:30
3126,18,中壢區,路二班  第13區,龍文街,星期一二四五六:19:35,星期一二四五六:19:35,星期二四五六:19:35
3127,19,中壢區,路二班  第13區,光明路一段4號,星期一二四五六:19:40,星期一二四五六:19:40,星期二四五六:19:40
3128,20,中壢區,路二班  第13區,台貿二街47號,星期一二四五六:20:05,星期一二四五六:20:05,星期二四五六:20:05
3129,21,中壢區,路二班  第13區,龍平路,星期一二四五六:20:10,星期一二四五六:20:10,星期二四五六:20:10
3130,22,中壢區,路二班  第13區,前龍街,星期一二四五六:20:15,星期一二四五六:20:15,星期二四五六:20:15
3131,1,平鎮區,廣興,育達路6號,"星期一四:17:30,星期二五六:17:30","星期一四:17:30,星期二五六:17:30",星期一二四五六:17:30
3132,2,平鎮區,廣興,忠孝路101號前,"星期一四:17:37,星期二五六:17:37","星期一四:17:37,星期二五六:17:37",星期一二四五六:17:37
3133,3,平鎮區,廣興,合作街13號前,"星期一四:17:53,星期二五六:17:53","星期一四:17:53,星期二五六:17:53",星期一二四五六:17:53
3134,4,平鎮區,廣興,廣西路與廣平街口,"星期一四:18:00,星期二五六:18:00","星期一四:18:00,星期二五六:18:00",星期一二四五六:18:00
3135,5,平鎮區,廣興,廣平街164巷口,"星期一四:18:05,星期二五六:18:05","星期一四:18:05,星期二五六:18:05",星期一二四五六:18:05
3136,6,平鎮區,廣興,明德北路32號-翡翠宮廷大樓,"星期一四:18:13,星期二五六:18:13","星期一四:18:13,星期二五六:18:13",星期一二四五六:18:13
3137,7,平鎮區,廣興,廣平街156巷33號前,"星期一四:18:25,星期二五六:18:25","星期一四:18:25,星期二五六:18:25",星期一二四五六:18:25
3138,8,平鎮區,廣興,廣東路11巷8號前,"星期一四:18:30,星期二五六:18:30","星期一四:18:30,星期二五六:18:30",星期一二四五六:18:30
3139,9,平鎮區,廣興,環南路35巷33號,"星期一四:18:40,星期二五六:18:40","星期一四:18:40,星期二五六:18:40",星期一二四五六:18:40
3140,10,平鎮區,廣興,廣西路30巷口,"星期一四:18:50,星期二五六:18:50","星期一四:18:50,星期二五六:18:50",星期一二四五六:18:50
3141,11,平鎮區,廣興,合作街80號前,"星期一四:19:00,星期二五六:19:00","星期一四:19:00,星期二五六:19:00",星期一二四五六:19:00
3142,12,平鎮區,廣興,忠孝路192巷1號-名格社區,"星期一四:19:05,星期二五六:19:05","星期一四:19:05,星期二五六:19:05",星期一二四五六:19:05
3143,13,平鎮區,廣興,環南路223巷2號前,"星期一四:20:00,星期二五六:19:10","星期一四:20:00,星期二五六:19:10",星期一二四五六:19:10
3144,14,平鎮區,廣興,廣平街36號前,"星期一四:20:15,星期二五六:19:25","星期一四:20:15,星期二五六:19:25",星期一二四五六:19:25
3145,15,平鎮區,廣興,廣平街27號前,"星期一四:20:20,星期二五六:19:30","星期一四:20:20,星期二五六:19:30",星期一二四五六:19:30
3146,16,平鎮區,廣興,忠孝路2號前,"星期一四:20:30,星期二五六:19:37","星期一四:20:30,星期二五六:19:37",星期一二四五六:19:37
3147,17,平鎮區,廣興,忠孝路66號前,"星期一四:20:35,星期二五六:19:40","星期一四:20:35,星期二五六:19:40",星期一二四五六:19:40
3148,18,平鎮區,廣興,中央路1號,"星期一四:20:45,星期二五六:19:50","星期一四:20:45,星期二五六:19:50",星期一二四五六:19:50
3149,19,平鎮區,廣興,中央路51巷,"星期一四:20:50,星期二五六:19:55","星期一四:20:50,星期二五六:19:55",星期一二四五六:19:55
3150,20,平鎮區,廣興,中央路237號,"星期一四:21:00,星期二五六:20:10","星期一四:21:00,星期二五六:20:10",星期一二四五六:20:10
3151,1,平鎮區,重劃區,新光路四段198巷28號,"星期一四:17:20,星期二五六:17:20","星期一四:17:20,星期二五六:17:20",星期一二四五六:17:20
3152,2,平鎮區,重劃區,新光路四段45巷35弄1號,"星期一四:17:28,星期二五六:17:28","星期一四:17:28,星期二五六:17:28",星期一二四五六:17:28
3153,3,平鎮區,重劃區,迪化街9號(剿世代大樓),"星期一四:17:38,星期二五六:17:36","星期一四:17:38,星期二五六:17:36",星期一二四五六:17:36
3154,4,平鎮區,重劃區,南平路121巷76號前（南平社區）,"星期一四:17:51,星期二五六:17:48","星期一四:17:51,星期二五六:17:48",星期一二四五六:17:48
3155,5,平鎮區,重劃區,南平路81巷22號前,"星期一四:18:08,星期二五六:18:05","星期一四:18:08,星期二五六:18:05",星期一二四五六:18:05
3156,6,平鎮區,重劃區,南京路2號,"星期一四:18:12,星期二五六:18:08","星期一四:18:12,星期二五六:18:08",星期一二四五六:18:08
3157,7,平鎮區,重劃區,興安路88巷48號,"星期一四:18:18,星期二五六:18:13","星期一四:18:18,星期二五六:18:13",星期一二四五六:18:13
3158,8,平鎮區,重劃區,大連街100號,"星期一四:18:24,星期二五六:18:20","星期一四:18:24,星期二五六:18:20",星期一二四五六:18:20
3159,9,平鎮區,重劃區,南昌街52號,"星期一四:18:43,星期二五六:18:34","星期一四:18:43,星期二五六:18:34",星期一二四五六:18:34
3160,10,平鎮區,重劃區,南京路1號,"星期一四:18:55,星期二五六:18:40","星期一四:18:55,星期二五六:18:40",星期一二四五六:18:40
3161,11,平鎮區,重劃區,天津街80號,"星期一四:19:40,星期二五六:18:50","星期一四:19:40,星期二五六:18:50",星期一二四五六:18:50
3162,12,平鎮區,重劃區,上海路140號前,"星期一四:19:50,星期二五六:19:00","星期一四:19:50,星期二五六:19:00",星期一二四五六:19:00
3163,13,平鎮區,重劃區,天津街226號,"星期一四:19:57,星期二五六:19:05","星期一四:19:57,星期二五六:19:05",星期一二四五六:19:05
3164,14,平鎮區,重劃區,漢口街160號,"星期一四:20:16,星期二五六:19:25","星期一四:20:16,星期二五六:19:25",星期一二四五六:19:25
3165,15,平鎮區,重劃區,長沙街94巷41號,"星期一四:20:30,星期二五六:19:33","星期一四:20:30,星期二五六:19:33",星期一二四五六:19:33
3166,16,平鎮區,重劃區,新光路五段153號,"星期一四:20:38,星期二五六:19:40","星期一四:20:38,星期二五六:19:40",星期一二四五六:19:40
3167,17,平鎮區,重劃區,開封街221號（天賜良緣社區）,"星期一四:20:45,星期二五六:19:46","星期一四:20:45,星期二五六:19:46",星期一二四五六:19:46
3168,18,平鎮區,重劃區,上海路與南安路路口（頂好超市）,"星期一四:20:53,星期二五六:19:55","星期一四:20:53,星期二五六:19:55",星期一二四五六:19:55
3169,19,平鎮區,重劃區,上海路212號（鼎藏悅華）,"星期一四:21:00,星期二五六:20:05","星期一四:21:00,星期二五六:20:05",星期一二四五六:20:05
3170,20,平鎮區,重劃區,中豐路南勢二段173號〈消防隊〉,"星期一四:21:05,星期二五六:20:08","星期一四:21:05,星期二五六:20:08",星期一二四五六:20:08
3171,1,平鎮區,雙連,復旦路四段160號,星期一二四五六:17:25,星期一二四五六:17:25,星期一二四五六:17:25
3172,2,平鎮區,雙連,長安路15巷口,星期一二四五六:17:40,星期一二四五六:17:40,星期一二四五六:17:40
3173,3,平鎮區,雙連,高雙路50號,星期一二四五六:17:51,星期一二四五六:17:51,星期一二四五六:17:51
3174,4,平鎮區,雙連,高雙路88巷25號,星期一二四五六:17:59,星期一二四五六:17:59,星期一二四五六:17:59
3175,5,平鎮區,雙連,高民路1號,星期一二四五六:18:04,星期一二四五六:18:04,星期一二四五六:18:04
3176,6,平鎮區,雙連,清泉街50號麒麟山莊大門,星期一二四五六:18:11,星期一二四五六:18:11,星期一二四五六:18:11
3177,7,平鎮區,雙連,清泉街5巷口,星期一二四五六:18:18,星期一二四五六:18:18,星期一二四五六:18:18
3178,8,平鎮區,雙連,庫房南路,星期一二四五六:18:24,星期一二四五六:18:24,星期一二四五六:18:24
3179,9,平鎮區,雙連,雙榮路269號,星期一二四五六:18:44,星期一二四五六:18:44,星期一二四五六:18:44
3180,10,平鎮區,雙連,陸光路14巷97弄口,星期一二四五六:18:52,星期一二四五六:18:52,星期一二四五六:18:52
3181,11,平鎮區,雙連,陸光路10巷口,星期一二四五六:18:57,星期一二四五六:18:57,星期一二四五六:18:57
3182,12,平鎮區,雙連,陸光路10巷111號,星期一二四五六:19:03,星期一二四五六:19:03,星期一二四五六:19:03
3183,13,平鎮區,雙連,民族路雙連一段2號,星期一二四五六:19:12,星期一二四五六:19:12,星期一二四五六:19:12
3184,14,平鎮區,雙連,民族路雙連二段118巷7號,星期一二四五六:19:31,星期一二四五六:19:31,星期一二四五六:19:31
3185,15,平鎮區,雙連,民族路雙連二段118巷57號龍田工業區,星期一二四五六:19:40,星期一二四五六:19:40,星期一二四五六:19:40
3186,16,平鎮區,雙連,民族路雙連二段142巷18弄2衖,星期一二四五六:19:50,星期一二四五六:19:50,星期一二四五六:19:50
3187,17,平鎮區,雙連,民族路雙連三段6巷2號,星期一二四五六:20:00,星期一二四五六:20:00,星期一二四五六:20:00
3188,18,平鎮區,雙連,民族路雙連二段113巷33弄27號,星期一二四五六:20:20,星期一二四五六:20:20,星期一二四五六:20:20
3189,19,平鎮區,雙連,民族路三段37號,星期一二四五六:20:30,星期一二四五六:20:30,星期一二四五六:20:30
3190,1,平鎮區,育達,環南路518號,"星期一四:17:30,星期二五六:17:30","星期一四:17:30,星期二五六:17:30",星期一二四五六:17:30
3191,2,平鎮區,育達,延平路二段358號巷口,"星期一四:17:35,星期二五六:17:35","星期一四:17:35,星期二五六:17:35",星期一二四五六:17:35
3192,3,平鎮區,育達,延平路二段231號,"星期一四:17:40,星期二五六:17:40","星期一四:17:40,星期二五六:17:40",星期一二四五六:17:40
3193,4,平鎮區,育達,延平路二段117號,"星期一四:17:45,星期二五六:17:45","星期一四:17:45,星期二五六:17:45",星期一二四五六:17:45
3194,5,平鎮區,育達,延平路二段30號  鴻築吾江大樓,"星期一四:17:48,星期二五六:17:48","星期一四:17:48,星期二五六:17:48",星期一二四五六:17:48
3195,6,平鎮區,育達,義民路201號-義民超市,"星期一四:17:58,星期二五六:17:58","星期一四:17:58,星期二五六:17:58",星期一二四五六:17:58
3196,7,平鎮區,育達,育英路40號,"星期一四:18:01,星期二五六:18:01","星期一四:18:01,星期二五六:18:01",星期一二四五六:18:01
3197,8,平鎮區,育達,育達路38號-,"星期一四:18:03,星期二五六:18:03","星期一四:18:03,星期二五六:18:03",星期一二四五六:18:03
3198,9,平鎮區,育達,育達路221號-育達商職,"星期一四:18:05,星期二五六:18:05","星期一四:18:05,星期二五六:18:05",星期一二四五六:18:05
3199,10,平鎮區,育達,育達路179巷21弄,"星期一四:18:06,星期二五六:18:06","星期一四:18:06,星期二五六:18:06",星期一二四五六:18:06
3200,11,平鎮區,育達,育達路219巷7弄11號 翰林別墅,"星期一四:18:08,星期二五六:18:08","星期一四:18:08,星期二五六:18:08",星期一二四五六:18:08
3201,12,平鎮區,育達,育達路232號 世紀三星,"星期一四:18:12,星期二五六:18:12","星期一四:18:12,星期二五六:18:12",星期一二四五六:18:12
3202,13,平鎮區,育達,環南路301巷16號-大唐天寶社區,"星期一四:18:24,星期二五六:18:24","星期一四:18:24,星期二五六:18:24",星期一二四五六:18:24
3203,14,平鎮區,育達,新興路177巷14號,"星期一四:18:28,星期二五六:18:28","星期一四:18:28,星期二五六:18:28",星期一二四五六:18:28
3204,15,平鎮區,育達,環南路與新興路249號,"星期一四:18:42,星期二五六:18:42","星期一四:18:42,星期二五六:18:42",星期一二四五六:18:42
3205,16,平鎮區,育達,新興路251巷口-第一車結束,"星期一四:18:45,星期二五六:18:45","星期一四:18:45,星期二五六:18:45",星期一二四五六:18:45
3206,17,平鎮區,育達,環南路411號（通營社區）(一四)19:30,"星期一四:19:30,星期二五六:19:12","星期一四:19:30,星期二五六:19:12",星期一二四五六:19:12
3207,18,平鎮區,育達,新興路口(一四)19:35,"星期一四:19:35,星期二五六:18:47","星期一四:19:35,星期二五六:18:47",星期一二四五六:18:47
3208,19,平鎮區,育達,平安南街48號-白天鵝社區,"星期一四:19:50,星期二五六:19:04","星期一四:19:50,星期二五六:19:04",星期一二四五六:19:04
3209,20,平鎮區,育達,育達路85巷8弄,"星期一四:20:25,星期二五六:19:25","星期一四:20:25,星期二五六:19:25",星期一二四五六:19:25
3210,21,平鎮區,育達,大昌路55巷1號-彩虹社區,"星期一四:20:40,星期二五六:19:40","星期一四:20:40,星期二五六:19:40",星期一二四五六:19:40
3211,22,平鎮區,育達,延平路與大昌路2號,"星期一四:20:55,星期二五六:19:50","星期一四:20:55,星期二五六:19:50",星期一二四五六:19:50
3212,1,平鎮區,文化,環南路186巷2號,"星期一四:17:40,星期二五六:17:40","星期一四:17:40,星期二五六:17:40",星期一二四五六:17:40
